id,year,make,model,trim1,trim2,area,train,size,color,simplified_color,stratifeature
7957677b7575,2014,Nissan,Sentra,Sentra,SV,7367974,FALSE,small,Gray,Gray,small-Non-white
7958529b05fa,2012,Honda,Civic,Civic,LX,7637693,FALSE,small,White,White,small-White
795d2ee07ce2,2015,BMW,X1,X1,sDrive28i,8324744,TRUE,small,Blue,Blue,small-Non-white
796542ceb6c3,2013,Hyundai,Elantra,Elantra,GLS,7249379,FALSE,small,Black,Black,small-Non-white
7970cd74cfe0,2014,Nissan,Frontier,Frontier,S,8323698,FALSE,small,Red,Red,small-Non-white
797512d9eb93,2013,Hyundai,Tucson,Tucson,Limited,8003843,FALSE,small,Black,Black,small-Non-white
799001ee2da7,2013,Hyundai,Elantra,Elantra,GLS,7565279,FALSE,small,White,White,small-White
79926034ac08,2015,Hyundai,Sonata,Sonata,Eco,7841738,FALSE,small,Red,Red,small-Non-white
79a40e382f22,2014,Honda,Accord,Accord,LX-S,7387153,FALSE,small,Red,Red,small-Non-white
79c313c02417,2011,Honda,CR-V,CR-V,EX,7952655,FALSE,small,Gray,Gray,small-Non-white
79c8f52b03ed,2013,Hyundai,Sonata,Sonata,Limited,7900945,FALSE,small,Black,Black,small-Non-white
79d12f1a081b,2012,Toyota,Camry,Camry,LE,8512394,FALSE,small,Black,Black,small-Non-white
79d71adb01b2,2013,Buick,LaCrosse,LaCrosse,Leather,7822988,FALSE,small,Red,Red,small-Non-white
79e78d5e0a1e,2013,Kia,Optima,Optima,LX,7863290,FALSE,small,White,White,small-White
79f2c29f7a57,2014,Nissan,Sentra,Sentra,SV,8180004,FALSE,small,White,White,small-White
79fb0ccbed8e,2014,Kia,Optima,Optima,EX,8432804,FALSE,small,White,White,small-White
79fda21f0470,2013,BMW,3 Series,3 Series,328i w/Premium Pkg,7928619,FALSE,small,Gray,Gray,small-Non-white
7a39fffffb0b,2013,Kia,Optima,Optima,LX,7771005,FALSE,small,White,White,small-White
7a5941b57eaa,2015,Ford,Fiesta,Fiesta,SE,7309723,FALSE,small,Black,Black,small-Non-white
7a740bd1bd98,2013,Toyota,Camry,Camry,LE,7294709,FALSE,small,White,White,small-White
7ac210ba75a1,2010,Acura,ZDX,ZDX,SH-AWD w/Tech,7323610,TRUE,small,Gray,Gray,small-Non-white
7ae6fcd8c81d,2011,Cadillac,SRX,SRX,Performance Collection,7914547,FALSE,small,Yellow,Others,small-Non-white
7af3abe97858,2014,Honda,Accord,Accord,Sport,7423317,FALSE,small,White,White,small-White
7b19376c5887,2014,GMC,Terrain,Terrain,SLT-2,8505585,FALSE,small,White,White,small-White
7b2ce446b09d,2013,Chrysler,300,300,Base,7347395,FALSE,small,Gray,Gray,small-Non-white
7b45951afd4d,2015,Toyota,Corolla,Corolla,S Plus,7197880,FALSE,small,Gray,Gray,small-Non-white
7b46c614f9f1,2015,Kia,Optima,Optima,LX,7583433,FALSE,small,Blue,Blue,small-Non-white
7b471006c3df,2013,Nissan,Altima,Altima,2.5 SV,7716090,FALSE,small,White,White,small-White
7b605961fc18,2012,Mercedes-Benz,E-Class,E-Class,E350 Sport,8017196,FALSE,small,Black,Black,small-Non-white
7b71fe5fcf7e,2013,Infiniti,G37 Sedan,G37 Sedan,x,7164620,FALSE,small,White,White,small-White
7b759d01908b,2015,GMC,Terrain,Terrain,SLE-1,8383299,FALSE,small,Black,Black,small-Non-white
7b7f73927b20,2013,Audi,A6,A6,2.0T quattro Premium Plus,7522923,FALSE,small,Black,Black,small-Non-white
7b807c756d15,2013,Jaguar,XF,XF,2.0T,7877813,FALSE,small,White,White,small-White
7b9e0a0bd935,2014,Volkswagen,Tiguan,Tiguan,R-Line,8503511,FALSE,small,Black,Black,small-Non-white
7bc428f69a01,2015,BMW,i3,i3,Base,7927387,FALSE,small,White,White,small-White
7bc9af65bfcf,2013,Ford,Taurus,Taurus,SEL,8582557,FALSE,small,Black,Black,small-Non-white
7bd1142155ae,2014,Acura,TSX,TSX,Special Edition,7256676,TRUE,small,White,White,small-White
7bd1d4d19845,2014,Ford,Focus,Focus,SE,7232780,FALSE,small,Black,Black,small-Non-white
7c068a7d6153,2014,Ford,C-MAX Energi,C-MAX Energi,SEL,7516144,FALSE,small,White,White,small-White
7c0ffd97acc1,2013,Hyundai,Accent,Accent,GS,7271037,FALSE,small,Black,Black,small-Non-white
7c107c6fa78c,2016,Mazda,Mazda3,Mazda3,i Sport,7781084,FALSE,small,Gray,Gray,small-Non-white
7c2efe21a582,2014,Mazda,CX-5,CX-5,Touring,7906984,FALSE,small,Red,Red,small-Non-white
7c42686e2b67,2012,Acura,TSX,TSX,Base,8149020,FALSE,small,Red,Red,small-Non-white
7c6f18b71c64,2014,Lexus,GS 350,GS 350,Base w/ Premium Pkg,7743522,FALSE,small,Gray,Gray,small-Non-white
7c9680053453,2013,Kia,Soul,Soul,Base,7746581,FALSE,small,Black,Black,small-Non-white
7c9886d383d6,2013,Toyota,Camry,Camry,SE,8557776,FALSE,small,Black,Black,small-Non-white
7ca996c38308,2013,Ford,Fiesta,Fiesta,SE,7380667,FALSE,small,Blue,Blue,small-Non-white
7d0d26ca2f98,2013,Toyota,Camry Hybrid,Camry Hybrid,XLE,8519918,FALSE,small,Black,Black,small-Non-white
7d1da42cd4ef,2013,Honda,Fit,Fit,Base,7434560,FALSE,small,Black,Black,small-Non-white
7d2fd21e51cc,2014,Subaru,Impreza,Impreza,WRX STI,7956179,FALSE,small,Black,Black,small-Non-white
7d499a4b1919,2014,Nissan,Versa,Versa,1.6 SV,7286152,FALSE,small,Blue,Blue,small-Non-white
7d8aa88e9d95,2013,BMW,3 Series,3 Series,328i W/ Premium Pkg,7174946,FALSE,small,Black,Black,small-Non-white
7dbb17df268c,2013,Hyundai,Sonata,Sonata,GLS,7473223,FALSE,small,Black,Black,small-Non-white
7dd0ab7c7ec5,2012,Infiniti,G37 Sedan,G37 Sedan,x,7709089,FALSE,small,White,White,small-White
7deb2ab7ecea,2014,Honda,Accord,Accord,EX-L,7635481,FALSE,small,White,White,small-White
7dfab9a42b32,2014,Chevrolet,Cruze,Cruze,2LT Auto,7447535,FALSE,small,Black,Black,small-Non-white
7dff7a4ec410,2012,Hyundai,Sonata Hybrid,Sonata Hybrid,Base,7736144,FALSE,small,White,White,small-White
7e31e201928f,2013,Nissan,LEAF,LEAF,SL,8170768,FALSE,small,White,White,small-White
7e40a46c73a1,2015,Mazda,Mazda5,Mazda5,Sport,8311962,FALSE,small,White,White,small-White
7e483f9fbdf3,2013,Hyundai,Elantra,Elantra,Limited w/Technology Pkg,7838491,FALSE,small,Black,Black,small-Non-white
7e494ad628e7,2015,Chevrolet,Volt,Volt,Premium,7998807,FALSE,small,White,White,small-White
7e622f2a1d7e,2012,Honda,Crosstour,Crosstour,EX,7226657,FALSE,small,Gray,Gray,small-Non-white
7e6fa3d5ae3e,2014,Ford,Escape,Escape,Titanium,8417867,FALSE,small,Black,Black,small-Non-white
7e8718149159,2015,Jeep,Patriot,Patriot,Sport,7522344,FALSE,small,Black,Black,small-Non-white
7e8db926a7a5,2015,Nissan,Rogue Select,Rogue Select,S,7986883,FALSE,small,Black,Black,small-Non-white
7e8fea28e8d5,2014,Mazda,Mazda6,Mazda6,i Touring,7569425,FALSE,small,Black,Black,small-Non-white
7e937eb584c9,2012,Infiniti,G37 Coupe,G37 Coupe,x,7754671,FALSE,small,White,White,small-White
7e941dce45c2,2013,GMC,Terrain,Terrain,SLT-1,8436392,FALSE,small,White,White,small-White
7eabe0bfb08b,2013,Hyundai,Elantra,Elantra,Limited,7210243,FALSE,small,Gray,Gray,small-Non-white
7ecbf073eadf,2013,Volkswagen,Tiguan,Tiguan,S,7622131,FALSE,small,White,White,small-White
7ed569e523a4,2014,Ford,Fusion,Fusion,SE,7617304,FALSE,small,Red,Red,small-Non-white
7edbec950b1c,2014,Toyota,Corolla,Corolla,LE Eco,7170906,FALSE,small,Green,Others,small-Non-white
7ee64df88f16,2015,Chrysler,200,200,Limited,7765605,FALSE,small,Gray,Gray,small-Non-white
7f2969e41cfb,2015,Lexus,IS 250,IS 250,Base,7718979,FALSE,small,Gray,Gray,small-Non-white
7f333e5e2789,2014,Toyota,Camry,Camry,SE,7759657,FALSE,small,Red,Red,small-Non-white
7f4865335b47,2013,GMC,Terrain,Terrain,SLT-2,8268700,FALSE,small,Black,Black,small-Non-white
7f4e0738f3f2,2013,Ford,Escape,Escape,Titanium,7905838,FALSE,small,Black,Black,small-Non-white
7f5016bb7b73,2014,Infiniti,Q50,Q50,Premium,8224295,FALSE,small,Yellow,Others,small-Non-white
7f91925b6620,2013,Toyota,Prius,Prius,Five,7394930,FALSE,small,White,White,small-White
7f9508e183dd,2013,Nissan,LEAF,LEAF,SL,8196004,FALSE,small,White,White,small-White
7f9ebde4478f,2013,Nissan,LEAF,LEAF,SL,8162327,FALSE,small,Black,Black,small-Non-white
7fa6894dd59f,2013,Honda,Accord,Accord,Sport,7581645,FALSE,small,Blue,Blue,small-Non-white
7fba22cc5454,2013,Hyundai,Elantra Coupe,Elantra Coupe,SE,7821028,FALSE,small,Black,Black,small-Non-white
7fbc761387f3,2009,Audi,S5,S5,quattro,7759301,TRUE,small,White,White,small-White
7fc8d30a0779,2013,Honda,Accord,Accord,LX,8409188,FALSE,small,Black,Black,small-Non-white
8029b187cd88,2013,Honda,Accord,Accord,EX-L V6,8438028,FALSE,small,Blue,Blue,small-Non-white
802cb5249f01,2014,Chevrolet,Camaro,Camaro,LT,8137533,FALSE,small,Black,Black,small-Non-white
8032f85eb788,2015,Jeep,Patriot,Patriot,High Altitude Edition,7853392,FALSE,small,Black,Black,small-Non-white
8038ea9c1d05,2014,Audi,A6,A6,2.0T quattro Premium Plus,8326258,FALSE,small,Black,Black,small-Non-white
8074c30d1221,2014,Subaru,Forester,Forester,2.5i Touring,7391164,FALSE,small,Black,Black,small-Non-white
807b9d29bef4,2014,Dodge,Charger,Charger,SXT,7306111,FALSE,small,Red,Red,small-Non-white
8085b4e65eb5,2013,Acura,ILX,ILX,2.0L,7577458,FALSE,small,Blue,Blue,small-Non-white
80acddbfe248,2013,Infiniti,G37 Sedan,G37 Sedan,Journey,8177311,FALSE,small,Black,Black,small-Non-white
80d5043d6450,2014,Chevrolet,Camaro,Camaro,LS,7237296,FALSE,small,Black,Black,small-Non-white
810c70b14c8b,2014,Lexus,ES 350,ES 350,Base,7986475,FALSE,small,Black,Black,small-Non-white
813f09839ae9,2013,Toyota,Prius v,Prius v,Two,7767655,FALSE,small,White,White,small-White
8152dc20ced1,2014,Toyota,Corolla,Corolla,S Plus,7161808,FALSE,small,Red,Red,small-Non-white
8167f69dbb01,2013,BMW,3 Series,3 Series,328i w/Premium Pkg,7915137,FALSE,small,White,White,small-White
817b72c86da2,2013,Nissan,Altima,Altima,2.5 S,8489702,FALSE,small,Black,Black,small-Non-white
81857501a54a,2014,Toyota,Corolla,Corolla,S Plus,7988631,FALSE,small,Blue,Blue,small-Non-white
819bfab5310f,2013,Chevrolet,Malibu,Malibu,LS,7935433,FALSE,small,Gray,Gray,small-Non-white
81ebb3f2a635,2014,Hyundai,Elantra,Elantra,SE,7821125,FALSE,small,Yellow,Others,small-Non-white
81f9c6a4f97a,2013,Nissan,Rogue,Rogue,SV,7754631,FALSE,small,White,White,small-White
8210666febd0,2014,Toyota,Camry,Camry,LE,7925209,FALSE,small,Black,Black,small-Non-white
82213aecb7b7,2014,Toyota,Camry Hybrid,Camry Hybrid,XLE,7417374,FALSE,small,White,White,small-White
822fba0e7c48,2015,Lexus,RC 350,RC 350,Base w/Luxury Pkg,7915804,FALSE,small,Gray,Gray,small-Non-white
824cffe067a0,2012,Nissan,Altima,Altima,2.5 S,8325858,FALSE,small,Yellow,Others,small-Non-white
826163b7f7cf,2013,Ford,Escape,Escape,Titanium,7746689,FALSE,small,Black,Black,small-Non-white
8262610db146,2016,Chevrolet,Impala,Impala,LTZ,8129721,FALSE,small,White,White,small-White
826d535fe13d,2011,Nissan,Maxima,Maxima,3.5 SV,7868382,FALSE,small,White,White,small-White
82a43a4bf62d,2014,Mercedes-Benz,CLA,CLA,CLA250,7285384,FALSE,small,Red,Red,small-Non-white
82b04925445b,2014,Lexus,RX 350,RX 350,F SPORT,8469354,FALSE,small,Black,Black,small-Non-white
82f43066240b,2014,Toyota,Camry Hybrid,Camry Hybrid,LE,7724889,FALSE,small,Red,Red,small-Non-white
82f72273d23e,2015,Buick,Verano,Verano,Leather Group,8154007,TRUE,small,Black,Black,small-Non-white
82fac421c4aa,2014,Toyota,Camry,Camry,SE Sport,7314949,FALSE,small,White,White,small-White
82fd6261f69e,2012,Mitsubishi,Galant,Galant,FE,7669221,FALSE,small,Black,Black,small-Non-white
8331e49eade5,2013,Dodge,Challenger,Challenger,SXT,8550336,FALSE,small,Blue,Blue,small-Non-white
8362ba0d3412,2014,Hyundai,Elantra,Elantra,SE,7835011,FALSE,small,Gray,Gray,small-Non-white
83649ef803b7,2014,Lexus,ES 350,ES 350,Base,7779511,FALSE,small,Red,Red,small-Non-white
838e0e5e69b5,2015,Toyota,Prius,Prius,Two,7461542,FALSE,small,Black,Black,small-Non-white
83944ef3a1dc,2013,Toyota,RAV4,RAV4,XLE,7848805,FALSE,small,Black,Black,small-Non-white
83951d7b09e0,2012,Toyota,Corolla,Corolla,S,7985189,FALSE,small,White,White,small-White
83bfd5bb1286,2014,Hyundai,Tucson,Tucson,Limited,8163129,FALSE,small,Black,Black,small-Non-white
83e2489e745e,2014,Mercedes-Benz,CLA,CLA,CLA250,7176485,FALSE,small,White,White,small-White
83e67ca5e05a,2013,Nissan,Maxima,Maxima,3.5 S,7399572,FALSE,small,Red,Red,small-Non-white
83e7ec0f9a6a,2013,Nissan,LEAF,LEAF,S,8111310,FALSE,small,White,White,small-White
8409f805774e,2015,Dodge,Dart,Dart,SXT,7298669,FALSE,small,Black,Black,small-Non-white
840f4aefa008,2013,Dodge,Avenger,Avenger,SXT,7961597,FALSE,small,Gray,Gray,small-Non-white
84339df49e95,2015,Ford,Focus,Focus,SE,7912933,FALSE,small,Gray,Gray,small-Non-white
846faa0eb79f,2014,BMW,X3,X3,xDrive35i w/ Premium Pkg,8503807,FALSE,small,White,White,small-White
847a08a9998c,2014,Honda,Civic,Civic,EX,7690238,FALSE,small,Black,Black,small-Non-white
84884df739b0,2014,Mazda,MAZDA5,MAZDA5,Sport,8390495,FALSE,small,Red,Red,small-Non-white
8493804fa4a9,2013,Hyundai,Elantra,Elantra,Limited,7554366,FALSE,small,White,White,small-White
84963842342c,2013,Honda,Accord,Accord,EX-L,8509670,FALSE,small,White,White,small-White
84d676d220ab,2012,Honda,Civic,Civic,HF,7620966,FALSE,small,Gray,Gray,small-Non-white
84f407d6eebf,2013,INFINITI,M35h,M35h,Base,7972871,FALSE,small,Black,Black,small-Non-white
84fd26e08261,2013,Kia,Soul,Soul,Base,7788283,FALSE,small,Red,Red,small-Non-white
853c8d27d322,2014,Mazda,Mazda3,Mazda3,i Sport,7308966,FALSE,small,White,White,small-White
854bfc274e6b,2014,Nissan,Altima,Altima,2.5 SL,7733777,FALSE,small,Black,Black,small-Non-white
854eb245743b,2014,Chevrolet,Malibu,Malibu,LT,8516876,FALSE,small,Yellow,Others,small-Non-white
855021a47156,2012,Nissan,LEAF,LEAF,SL,8173988,FALSE,small,Blue,Blue,small-Non-white
8550614ee6e6,2015,Dodge,Dart,Dart,SXT,8114789,FALSE,small,White,White,small-White
856350d6766c,2012,Volkswagen,Passat,Passat,SE PZEV,7365319,FALSE,small,White,White,small-White
85953dd65f2f,2013,Honda,Accord,Accord,EX,7850556,FALSE,small,Red,Red,small-Non-white
859756cacf6e,2014,Honda,CR-V,CR-V,LX,8026094,FALSE,small,Black,Black,small-Non-white
8598d382a3d8,2013,Honda,Accord,Accord,LX,7881147,FALSE,small,Black,Black,small-Non-white
859907be95f2,2016,Ford,Fusion,Fusion,SE,7911531,FALSE,small,Black,Black,small-Non-white
85d09921559b,2012,Honda,Accord,Accord,EX-L V6 w/Navi,8487246,FALSE,small,Blue,Blue,small-Non-white
85e06b597f26,2012,Volvo,S60,S60,T5,8055342,FALSE,small,White,White,small-White
85eee45753aa,2016,Kia,Optima,Optima,LX,7680618,FALSE,small,White,White,small-White
85f42f741121,2013,Toyota,Prius,Prius,Five,8189876,FALSE,small,Black,Black,small-Non-white
861e3426f6f6,2015,BMW,3 Series,3 Series,328i,7163075,FALSE,small,Black,Black,small-Non-white
862ae04f9dfc,2015,Chevrolet,Camaro,Camaro,LT,7339066,FALSE,small,Red,Red,small-Non-white
8633566c4793,2015,Volkswagen,Tiguan,Tiguan,S 4Motion,7656778,FALSE,small,Gray,Gray,small-Non-white
8639145b459e,2013,Ford,Fusion,Fusion,SE,7634190,FALSE,small,Red,Red,small-Non-white
863adda39e89,2015,Cadillac,ATS,ATS,2.0T Performance,7195180,FALSE,small,Blue,Blue,small-Non-white
8664e7991d6c,2014,Toyota,Corolla,Corolla,LE,7898527,FALSE,small,Red,Red,small-Non-white
869491d91826,2014,INFINITI,Q50,Q50,Premium,7464171,FALSE,small,Gray,Gray,small-Non-white
86beb641cc37,2014,Dodge,Challenger,Challenger,SXT,8090359,FALSE,small,Black,Black,small-Non-white
86c10c8c6206,2016,Hyundai,Santa Fe Sport,Santa Fe Sport,2.4L,8580657,TRUE,small,Gray,Gray,small-Non-white
86e4913cb334,2012,Volvo,S60,S60,T5,8052446,FALSE,small,Black,Black,small-Non-white
86efd8ca74d1,2013,Chevrolet,Malibu,Malibu,LT,8479954,FALSE,small,Gray,Gray,small-Non-white
86fa3ca1634b,2012,Kia,Soul,Soul,Base,7455765,FALSE,small,Yellow,Others,small-Non-white
86fb73776066,2015,Jaguar,XF,XF,2.0T Premium,7294919,FALSE,small,White,White,small-White
870026ef712f,2014,Ford,Focus,Focus,SE,7175054,FALSE,small,Gray,Gray,small-Non-white
871ba3aa1baf,2013,Hyundai,Elantra Coupe,Elantra Coupe,GS,7824484,FALSE,small,White,White,small-White
875c13ee1f95,2013,Honda,Fit,Fit,Base,7468375,FALSE,small,White,White,small-White
8770456979ee,2012,Toyota,Prius Plug-in Hybrid,Prius Plug-in Hybrid,Advanced,7567439,FALSE,small,White,White,small-White
877f14a87ec8,2015,Mitsubishi,Outlander Sport,Outlander Sport,ES,7285679,FALSE,small,Black,Black,small-Non-white
878738468f6b,2011,Dodge,Caliber,Caliber,Mainstreet,7285337,TRUE,small,Black,Black,small-Non-white
87a8563fc548,2013,Nissan,Sentra,Sentra,SL,7671908,FALSE,small,Black,Black,small-Non-white
87e334269396,2014,Chevrolet,SS,SS,Base,7463505,TRUE,small,Black,Black,small-Non-white
87eb9b803f41,2014,Honda,CR-V,CR-V,EX,7744642,FALSE,small,Yellow,Others,small-Non-white
880fec285c06,2010,Ford,Focus,Focus,SE,7670417,TRUE,small,White,White,small-White
8813e62dc404,2014,Kia,Soul,Soul,Base,8136018,FALSE,small,Yellow,Others,small-Non-white
881a4aa969ea,2015,Toyota,Corolla,Corolla,L,7980307,FALSE,small,White,White,small-White
8832a4e47bb2,2013,Volkswagen,Jetta,Jetta,SportWagen SE PZEV,7464071,FALSE,small,Red,Red,small-Non-white
88351f94832b,2013,Buick,Regal,Regal,Base,7188813,FALSE,small,Black,Black,small-Non-white
8836f8424064,2014,Mercedes-Benz,E-Class,E-Class,E350 Sport 4MATIC W/ Luxury Pkg,7745932,FALSE,small,Black,Black,small-Non-white
8846d3ffe423,2014,Toyota,RAV4,RAV4,XLE,7855270,FALSE,small,White,White,small-White
8872d54bad31,2014,Scion,tC,tC,Monogram Series,7729463,FALSE,small,White,White,small-White
8879f3a405a9,2014,Ford,C-MAX Energi,C-MAX Energi,SEL,7529874,FALSE,small,Black,Black,small-Non-white
888e04d96663,2015,Chevrolet,Cruze,Cruze,2LT Auto,8047217,TRUE,small,White,White,small-White
888e7c8bc18e,2013,Mercedes-Benz,C-Class,C-Class,C 250 Sport,7855846,FALSE,small,Black,Black,small-Non-white
8896a09b71a8,2014,Mercedes-Benz,CLA,CLA,CLA250,7158466,FALSE,small,White,White,small-White
88995aad9e91,2013,Nissan,Altima,Altima,2.5 S,8509799,FALSE,small,White,White,small-White
889a1c738dd0,2012,Kia,Optima Hybrid,Optima Hybrid,LX w/ Convenience Pkg,7655019,FALSE,small,White,White,small-White
889a705936ed,2013,Chevrolet,Cruze,Cruze,LS Auto,7348820,FALSE,small,White,White,small-White
88a0d8b48f14,2013,Toyota,Camry,Camry,SE,7481832,FALSE,small,Black,Black,small-Non-white
88c5b71f61be,2014,Buick,Encore,Encore,Convenience,8070123,FALSE,small,Black,Black,small-Non-white
88e39c6498fd,2013,Honda,Accord,Accord,EX-L,8420890,FALSE,small,Gray,Gray,small-Non-white
88e4a7c76a64,2012,Toyota,Camry,Camry,SE V6,7502925,FALSE,small,Black,Black,small-Non-white
88f3949f5341,2014,Kia,Optima,Optima,LX,7842149,FALSE,small,Black,Black,small-Non-white
890bc84374f4,2014,Ford,Focus,Focus,ST,7832058,FALSE,small,Yellow,Others,small-Non-white
890cdf6b78e4,2015,Hyundai,Accent,Accent,GLS,7452883,FALSE,small,Gray,Gray,small-Non-white
893f8ef833c2,2010,Honda,Accord Crosstour,Accord Crosstour,EX-L,8166310,FALSE,small,Gray,Gray,small-Non-white
897c3377cca7,2014,Cadillac,CTS,CTS,3.6L Premium Collection,7897582,FALSE,small,Black,Black,small-Non-white
8997a9c2a3a2,2016,Ford,Focus,Focus,Titanium,7913068,FALSE,small,Red,Red,small-Non-white
899a7457186d,2015,Buick,Encore,Encore,Convenience,7837889,FALSE,small,Black,Black,small-Non-white
89a0d60b4d1a,2015,Jeep,Cherokee,Cherokee,Latitude,8429766,FALSE,small,Black,Black,small-Non-white
89b820277d40,2013,Ford,Fusion,Fusion,SE,7642482,FALSE,small,Black,Black,small-Non-white
89b93e3a5a2d,2014,Chevrolet,Camaro,Camaro,LT,7258393,FALSE,small,Red,Red,small-Non-white
89d7b3a9e994,2015,Jeep,Renegade,Renegade,Latitude,7910451,FALSE,small,Black,Black,small-Non-white
89d9518f3975,2013,Honda,Civic,Civic,LX,7662444,FALSE,small,Blue,Blue,small-Non-white
89e39c70acf0,2014,Audi,Q5,Q5,2.0T quattro Premium Plus,8434717,FALSE,small,Black,Black,small-Non-white
8a192971aedb,2013,INFINITI,G37 Sedan,G37 Sedan,x w/Premium pkg,7430330,FALSE,small,Black,Black,small-Non-white
8a1cb22411c4,2013,Chrysler,200,200,Limited,8441405,FALSE,small,White,White,small-White
8a269ea293b0,2013,Lincoln,MKS,MKS,EcoBoost,7643749,FALSE,small,Gray,Gray,small-Non-white
8a2d32bc25e3,2013,Dodge,Charger,,,7347512,FALSE,small,Gray,Gray,small-Non-white
8a4a01b3d362,2012,Jaguar,XF,XF,Portfolio,8313776,FALSE,small,Black,Black,small-Non-white
8a5c686e7be8,2013,Lexus,ES 350,ES 350,Base,8010625,FALSE,small,White,White,small-White
8a5da6918185,2015,Kia,Soul,Soul,+,7384661,FALSE,small,Black,Black,small-Non-white
8a7e933f8289,2013,Chevrolet,Malibu,Malibu,LT,7709174,FALSE,small,White,White,small-White
8a90eae9ffa4,2013,Kia,Optima,Optima,LX,7917914,FALSE,small,White,White,small-White
8a9588741ba8,2015,Nissan,LEAF,LEAF,S,7541559,FALSE,small,Gray,Gray,small-Non-white
8a95c7f27b70,2013,Nissan,LEAF,LEAF,S,8156324,FALSE,small,Black,Black,small-Non-white
8a990d82aa8a,2014,Kia,Sorento,Sorento,EX,8529651,FALSE,small,Black,Black,small-Non-white
8adab135f1c2,2013,Nissan,LEAF,LEAF,S,8182517,FALSE,small,Red,Red,small-Non-white
8aed791e8dc8,2013,Honda,Accord,Accord,EX-L,7660024,FALSE,small,Gray,Gray,small-Non-white
8b05c21514fb,2014,Ford,Escape,Escape,SE,8276779,FALSE,small,Black,Black,small-Non-white
8b0907d279ea,2013,Volkswagen,Beetle,Beetle,Turbo,7519909,FALSE,small,Blue,Blue,small-Non-white
8b0cebca8b8e,2013,Hyundai,Santa Fe Sport,Santa Fe Sport,2.4L,8348143,FALSE,small,White,White,small-White
8b15bd26142d,2014,Ford,Escape,Escape,Titanium,8129765,FALSE,small,Gray,Gray,small-Non-white
8b2b712cc16a,2012,Hyundai,Elantra,Elantra,Limited,7259057,FALSE,small,White,White,small-White
8b4b87ad7be6,2014,Cadillac,ELR,ELR,Base w/ Luxury Pkg,7468311,TRUE,small,Red,Red,small-Non-white
8b4dd620a381,2014,Jeep,Patriot,Patriot,Altitude Edition,8053277,FALSE,small,Black,Black,small-Non-white
8b6049282366,2014,Chevrolet,Camaro,Camaro,LT,8200218,FALSE,small,Red,Red,small-Non-white
8b65801e2ce7,2015,Toyota,Camry,Camry,SE,7532252,FALSE,small,White,White,small-White
8b734cfbfcbc,2014,Mercedes-Benz,CLA,CLA,CLA250,7156179,FALSE,small,Black,Black,small-Non-white
8b9eacf394b4,2015,Kia,Sportage,Sportage,LX,7953083,FALSE,small,Gray,Gray,small-Non-white
8bc160c702d5,2013,Chrysler,200,200,Limited,7834766,FALSE,small,White,White,small-White
8bc85bd4d231,2015,Dodge,Charger,Charger,SE,8248008,FALSE,small,Gray,Gray,small-Non-white
8be8e904b361,2012,Chrysler,300,300,MOPAR 12,7856145,FALSE,small,Black,Black,small-Non-white
8be920ff817d,2015,Volkswagen,Passat,Passat,S,7160688,FALSE,small,White,White,small-White
8bf09c32b042,2013,Infiniti,G37 Sedan,G37 Sedan,x,8208340,FALSE,small,Black,Black,small-Non-white
8bf3681817ce,2014,Toyota,RAV4,RAV4,LE,7269157,FALSE,small,Red,Red,small-Non-white
8c06c37c47b7,2015,Toyota,RAV4,RAV4,XLE,8149802,FALSE,small,White,White,small-White
8c0ba78a685e,2013,Volkswagen,Jetta,Jetta,SE PZEV,7287746,FALSE,small,Black,Black,small-Non-white
8c392ac39dff,2014,Kia,Forte,Forte,EX,7829490,FALSE,small,Black,Black,small-Non-white
8c3de60d76af,2015,Chevrolet,Trax,Trax,LT,7713722,FALSE,small,Black,Black,small-Non-white
8c45cf278db1,2014,Chevrolet,Cruze,Cruze,1LT Auto,7217029,FALSE,small,White,White,small-White
8c46ffe6eca3,2013,Chevrolet,Volt,Volt,Base,7418618,FALSE,small,Black,Black,small-Non-white
8c515986217c,2013,Ford,Fusion,Fusion,SE,8066032,FALSE,small,Black,Black,small-Non-white
8c9db5e0db76,2014,Toyota,Camry,Camry,SE,7774336,FALSE,small,Black,Black,small-Non-white
8cdac9b5b37e,2014,Chevrolet,Impala,Impala,LTZ,8123158,FALSE,small,White,White,small-White
8ce53a9e0b2c,2013,Hyundai,Elantra GT,Elantra GT,Base W/ Preferred Pkg,7143408,FALSE,small,White,White,small-White
8d061795121d,2013,Mazda,MAZDA6,MAZDA6,i Sport,8365846,FALSE,small,White,White,small-White
8d264e1a437c,2013,Porsche,Cayenne,Cayenne,GTS,7928547,FALSE,small,Black,Black,small-Non-white
8d46502ea2cc,2013,Mercedes-Benz,GLK,GLK,GLK350 4MATIC,7800237,FALSE,small,Gray,Gray,small-Non-white
8d5423cb763c,2016,BMW,4 Series,4 Series,428i Gran Coupe w/Driver Assistance Pkg,7904329,TRUE,small,White,White,small-White
8d7228159e0c,2014,Chevrolet,Impala,Impala,LTZ,8220360,FALSE,small,White,White,small-White
8d78483ce302,2010,Acura,ZDX,ZDX,SH-AWD w/Advance,7374058,TRUE,small,White,White,small-White
8d83e03e3d67,2014,Acura,TL,TL,Technology Pkg,7866340,FALSE,small,Black,Black,small-Non-white
8dca6df26c58,2013,Buick,Encore,Encore,Base,7747047,FALSE,small,Black,Black,small-Non-white
